id(float,1);idGroup(float,1);seller(string,137);category(string,116);product(string,232);units(float,1);price(float,1);
16554; 16358; "Souvenirs & Gifts"; "Games  Dice  Dice Games"; "Orchard Toys The Game of Ladybirds"; 2; 6.33; 
16555; 16359; "Just Childsplay"; "Games  Dice  Dice Games"; "Orchard Toys The Game of Ladybirds"; 3; 7.66; 
16556; 16360; "ToyWarehouseUK"; "Games  Dice  Dice Games"; "Orchard Toys The Game of Ladybirds"; 4; 6.49; 
16557; 16361; "Midco Toys Ltd"; "Games  Dice  Dice Games"; "Orchard Toys The Game of Ladybirds"; 6; 6.46; 
16558; 16362; "Amazon.co.uk"; "Games  Dice  Dice Games"; "Orchard Toys The Game of Ladybirds"; 6; 6.97; 
16559; 16363; "Premier Life Store"; "Games  Dice  Dice Games"; "Orchard Toys The Game of Ladybirds"; 7; 6.34; 
16560; 16364; "Wise Owl Toys Dorchester"; "Games  Dice  Dice Games"; "Orchard Toys The Game of Ladybirds"; 11; 7.99; 
16561; 16365; "Crocodile Web Group"; "Games  Dice  Dice Games"; "Orchard Toys The Game of Ladybirds"; 17; 7.64; 
16562; 16366; "Synergy Shop"; "Games  Dice  Dice Games"; "Orchard Toys The Game of Ladybirds"; 20; 6.33; 
16563; 16367; "Splash And Relax"; "Games  Dice  Dice Games"; "Orchard Toys The Game of Ladybirds"; 20; 7.65; 
16564; 16368; "Forlorn Hope Games LLP"; "Games  Dice  Dice Games"; "Pearl Grey Set dice0120"; 1; 4.3; 
16565; 16369; "Ashton Gaming"; "Games  Dice  Dice Games"; "Pearl Grey Set dice0120"; 1; 4.49; 
16566; 16370; "SnM Stuff"; "Games  Dice  Dice Games"; "Pearl Grey Set dice0120"; 2; 5.18; 
16567; 16371; "Legendgames"; "Games  Dice  Dice Games"; "Perudo dice set  Liar Dice  5 sets of 5 coloured dice, 14mm size"; 2; 3.3; 
16568; 16372; "Jake Bullet"; "Games  Dice  Dice Games"; "Perudo dice set  Liar Dice  5 sets of 5 coloured dice, 14mm size"; 3; 3.35; 
16569; 16373; "Brimtoy T/a Jesters Toys and Games"; "Games  Dice  Dice Games"; "Perudo dice set  Liar Dice  5 sets of 5 coloured dice, 14mm size"; 3; 4.99; 
16570; 16374; "Venture Blue"; "Games  Dice  Dice Games"; "Pintoy Wooden Shut The Box"; 1; 10.36; 
16571; 16375; "BYGONEDAZE LTD"; "Games  Dice  Dice Games"; "Pintoy Wooden Shut The Box"; 2; 6.1; 
16572; 16376; "Otherland UK"; "Games  Dice  Dice Games"; "Pintoy Wooden Shut The Box"; 3; 7.38; 
16573; 16377; "Lizzy Outlet"; "Games  Dice  Dice Games"; "Pintoy Wooden Shut The Box"; 3; 9.92; 
16574; 16378; "DealsCentre"; "Games  Dice  Dice Games"; "Poker Chips  120 Deluxe Gaming Chips Jaques of London"; 1; 160.77; 
16575; 16379; "Jaques of London"; "Games  Dice  Dice Games"; "Poker Chips  120 Deluxe Gaming Chips Jaques of London"; 3; 29.99; 
16576; 16380; "DALY store"; "Games  Dice  Dice Games"; "Poker Chips  120 Deluxe Gaming Chips Jaques of London"; 3; 167.47; 
16577; 16381; "Jake Bullet"; "Games  Dice  Dice Games"; "Poker Dice"; 2; 4.96; 
16578; 16382; "PDK Charnwood"; "Games  Dice  Dice Games"; "Poker Dice"; 3; 5.38; 
16579; 16383; "pinkcatshop"; "Games  Dice  Dice Games"; "Poker Dice"; 4; 4.95; 
16580; 16384; "24/7 DIRECT"; "Games  Dice  Dice Games"; "Poker Dice"; 4; 5.29; 
16581; 16385; "Enthusiastic Dawn"; "Games  Dice  Dice Games"; "Popular Dice Games"; 1; 35.89; 
16582; 16386; "Kerrison Toys"; "Games  Dice  Dice Games"; "Popular Dice Games"; 4; 6.99; 
16583; 16387; "Masters Traditional Games"; "Games  Dice  Dice Games"; "Popular Dice Games"; 5; 11.93; 
16584; 16388; "francejouet"; "Games  Dice  Dice Games"; "Popular Dice Games"; 5; 32.88; 
16585; 16389; "D&S Retail Ltd"; "Games  Dice  Dice Games"; "Popular Dice Games"; 6; 10.75; 
16586; 16390; "24/7 DIRECT"; "Games  Dice  Dice Games"; "Popular Dice Games"; 7; 10.5; 
16587; 16391; "Buy-For-Less-Online"; "Games  Dice  Dice Games"; "Popular Dice Games"; 8; 9.71; 
16588; 16392; "Amazon.co.uk"; "Games  Dice  Dice Games"; "Popular Dice Games"; 8; 10.45; 
16589; 16393; "francejouet"; "Games  Dice  Dice Games"; "Q workshop Dragon Dice set  Black and Yellow"; 1; 24.19; 
16590; 16394; "Q-workshop"; "Games  Dice  Dice Games"; "Q workshop Dragon Dice set  Black and Yellow"; 2; 7.95; 
16591; 16395; "M and N Media US"; "Games  Dice  Dice Games"; "Q workshop Dragon Dice set  Black and Yellow"; 3; 30.78; 
16592; 16396; "DALY store"; "Games  Dice  Dice Games"; "Q workshop Dragon Dice set  Black and Yellow"; 4; 30.16; 
16593; 16397; "Forlorn Hope Games LLP"; "Games  Dice  Dice Games"; "Q workshop Runic Dice set  Black and Yellow"; 2; 9.99; 
16594; 16398; "M and N Media US"; "Games  Dice  Dice Games"; "Q workshop Runic Dice set  Black and Yellow"; 3; 28.88; 
16595; 16399; "Q-workshop"; "Games  Dice  Dice Games"; "Q workshop Runic Dice set  Black and Yellow"; 4; 7.95; 
